KT,KM,LT_m2,LB_m2,harga_rupiah
3,3,992.81,344.69,994693559
3,2,1472.78,795.78,1500000000
2,2,1223.3,229.15,1691695844
3,2,820.64,149.09,1778928772
2,2,1353.54,116.1,1516099243
3,3,836.51,159.13,1709127822
2,1,2004.39,138.79,2901819635
4,2,718.54,121.86,1774057657
3,2,3021.12,154.08,3120307592
3,1,1442.22,109.95,2496498598
2,2,1280.33,236.6,1676806364
2,2,1426.97,513.1,1593622336
2,2,1156.8,220.47,1709058835
2,2,1171.57,222.4,1705204718
3,2,1412.77,579.29,1500000000
3,3,742.64,284.04,961719451
3,3,810.31,152.58,1702577335
2,2,1219.18,217.38,1685459131
5,4,3405.46,219.65,2387909459
5,3,513.69,227.1,973693595
3,2,1423.11,514.32,1500000000
2,2,1342.61,244.73,1660544777
3,2,1340.03,270.12,1500000000
3,3,1047.9,192.52,1678739325
3,2,1496.63,930.9,1500000000
2,1,2116.0,131.99,3029814621
3,2,518.3,252.91,800000000
4,2,1840.88,155.62,2056565246
4,3,771.63,140.2,1725788769
5,3,482.31,198.29,981883710
3,3,896.24,166.51,1691746512
3,2,1044.14,200.48,1761698364
5,4,758.18,276.4,1000000000
3,2,625.48,145.88,812017550
3,2,238.74,148.87,905399952
2,1,2492.23,107.09,3468735850
5,3,556.2,204.86,982859761
3,2,1344.11,100.0,1500000000
3,2,915.3,178.83,1728825824
2,2,1278.04,236.3,1677405522
4,3,750.96,133.06,1744582200
3,1,1329.99,110.26,2392585340
5,3,3607.98,209.89,2670258196
3,2,1469.04,774.54,1500000000
2,1,2540.34,108.36,3489004171
2,1,2704.5,123.97,3363114370
2,2,1344.71,245.0,1659998136
2,3,1372.53,231.08,1631083512
4,3,616.09,185.84,919482620
3,2,573.6,225.9,800000000
2,2,1150.87,203.78,1700244499
5,3,3333.7,225.56,2368471541
3,2,1482.88,877.25,1500000000
4,2,423.75,285.56,883754105
3,2,1319.16,100.0,1500000000
2,3,1343.07,177.84,1577837656
4,2,695.17,113.78,1795303403
2,2,1355.49,124.94,1524942505
2,3,1230.27,223.8,1663098319
3,2,983.44,195.86,1745860067
5,4,722.55,265.56,1000000000
3,2,633.56,196.62,800000000
2,2,1149.1,219.46,1711070439
2,2,1359.53,143.3,1543304061
5,4,703.61,259.79,1000000000
3,2,371.55,188.93,906524032
5,4,676.68,251.6,1000000000
3,2,1321.68,100.0,1500000000
3,2,1404.79,545.36,1500000000
3,2,598.17,213.9,800000000
3,2,1312.63,153.69,1500000000
3,1,1181.0,110.66,2254627435
5,4,3178.73,213.59,2328047697
3,2,138.91,128.62,874053808
2,3,1230.1,223.77,1663113202
3,3,1036.07,190.49,1679753897
3,3,810.29,152.57,1702571291
4,2,744.6,130.86,1750363375
3,2,1410.47,442.68,1500000000
3,2,933.15,183.29,1733287805
3,3,933.56,172.91,1688545610
4,4,950.96,335.08,1000000000
3,2,355.03,330.23,815027556
3,2,1445.64,718.96,1500000000
3,2,3172.12,168.44,3004508684
3,2,1453.26,685.14,1500000000
2,2,1368.65,184.78,1584775899
3,2,228.01,146.7,902032264
3,2,1336.18,253.76,1500000000
5,4,632.27,238.08,1000000000
3,2,610.24,208.01,800000000
3,1,2880.88,140.75,3227854863
3,2,1438.53,601.7,1500000000
3,2,511.33,141.34,825268173
3,2,1345.42,100.0,1500000000
3,2,1483.46,879.72,1500000000
2,2,1354.52,120.52,1520522795
3,2,1490.05,907.7,1500000000
4,2,310.65,163.46,927980750
4,4,914.84,324.08,1000000000
3,2,1391.62,489.38,1500000000
3,2,1325.41,208.0,1500000000
3,3,678.39,166.07,853555023
5,3,501.31,235.15,961312230
4,2,727.53,124.97,1765878337
2,2,1169.75,207.53,1696158515
2,2,1378.02,227.38,1627379348
3,2,437.12,292.56,800000000
2,1,1627.42,109.45,2667977562
3,2,173.34,173.34,854515339
3,2,1497.53,939.52,1500000000
4,2,696.15,114.13,1794405934
3,3,807.89,151.97,1701971341
3,2,908.73,174.09,1764721241
3,2,324.0,324.0,805232618
5,4,623.06,235.28,1000000000
4,3,752.47,133.58,1743205477
3,3,849.27,158.45,1695774415
3,2,1306.79,128.85,1500000000
3,2,1334.87,100.0,1500000000
4,4,863.22,308.37,1000000000
2,1,1115.37,192.97,1882306658
5,4,553.31,214.05,1000000000
2,2,1021.35,202.79,1744426649
3,2,1326.29,100.0,1500000000
4,3,784.82,144.76,1713795735
2,2,1401.19,358.82,1626682410
5,3,407.89,183.2,958516938
2,1,1261.07,184.09,2049397920
3,2,141.32,129.11,874810993
2,3,1147.63,209.63,1670186506
3,2,849.4,143.74,1765498674
3,2,773.55,128.64,1781914967
3,2,369.93,325.38,800000000
5,3,414.26,184.49,960517541
2,2,1371.78,199.02,1599018755
3,3,960.46,177.52,1686238339
3,2,735.29,121.02,1790196549
3,2,936.94,184.24,1734235483
3,2,241.45,241.45,832235610
3,2,1468.61,772.11,1500000000
3,2,605.01,210.56,800000000
4,3,385.12,178.57,951365879
3,2,964.65,189.97,1755701113
2,2,1147.12,219.21,1711586319
3,3,935.82,173.3,1688352026
2,1,2481.2,107.12,3458518671
3,2,239.53,155.1,886887146
3,2,1495.75,931.92,1500000000
3,2,1354.59,203.88,1843973745
3,2,1429.34,549.6,1500000000
3,2,1312.19,151.79,1500000000
3,2,296.94,296.94,814085173
3,2,1300.41,101.76,1500000000
3,3,870.14,167.54,1717535591
3,2,762.17,132.49,1788359414
5,3,2567.94,183.17,2218648360
3,2,1323.99,100.0,1500000000
3,2,504.39,141.06,826074618
3,2,1481.05,842.63,1500000000
4,2,691.75,112.6,1798408347
3,2,1384.76,296.97,1500000000
4,3,618.96,184.93,916446644
4,3,753.65,133.99,1742135700
3,2,283.84,283.84,818369239
3,2,432.88,294.63,800000000
5,4,3495.26,222.05,2411620709
2,1,1984.85,139.98,2879411224
3,3,967.46,178.72,1685638050
3,3,972.75,179.63,1685184594
4,3,774.3,141.12,1723360775
3,3,988.59,341.58,991581362
3,2,343.57,337.68,803574787
4,3,798.65,149.53,1701227761
2,1,1873.22,146.78,2751397016
2,1,1820.38,108.92,2846644700
4,3,764.76,137.83,1732035272
3,2,424.9,298.53,800000000
5,3,519.28,205.8,993494954
3,2,423.11,299.41,800000000
2,1,2361.84,107.45,3348001296
3,2,1437.36,595.06,1500000000
2,3,1312.53,237.91,1656044085
3,2,707.13,116.86,1797236601
2,2,1365.42,170.11,1570110227
3,2,463.88,212.6,920256519
5,3,470.85,195.97,978285587
3,2,1351.32,107.51,1500000000
2,1,2828.1,135.73,3268328299
3,2,362.28,329.12,800000000
4,4,838.84,300.95,1000000000
4,2,733.15,126.91,1760773679
4,3,338.25,169.07,936649506
3,2,928.49,179.7,1761533491
5,4,621.2,234.71,1000000000
3,2,217.28,144.52,898663207
5,4,3265.09,215.9,2350849390
4,2,1382.1,138.23,1954290869
3,2,1332.49,100.0,1500000000
3,2,694.12,148.61,804048987
3,2,990.42,197.28,1751544868
4,4,946.54,333.73,1000000000
5,4,573.23,220.11,1000000000
3,2,1498.98,945.67,1500000000
3,3,901.38,167.39,1691305238
4,2,290.04,159.28,921511462
3,2,1386.26,305.5,1500000000
3,3,671.55,168.24,860795876
4,3,783.07,144.15,1715389591
3,1,1028.13,111.08,2113083688
4,4,896.76,318.58,1000000000
3,2,384.76,310.9,844763523
2,2,1205.66,226.85,1696302558
4,3,458.59,262.92,918587987
3,2,379.21,136.08,840606035
3,2,718.36,120.05,1795425658
3,2,1475.49,845.84,1500000000
3,3,954.84,176.56,1686719998
2,1,2288.21,107.65,3279824634
3,2,1483.31,855.44,1500000000
3,2,702.26,148.94,803104395
3,3,766.36,177.57,827574477
5,3,461.14,194.0,975237090
4,4,1844.62,177.93,1975806415
3,2,243.88,243.88,831439984
3,3,923.97,330.51,988691721
3,2,252.59,252.59,828591725
5,3,2659.76,186.65,2239118038
3,2,627.96,199.35,800000000
3,3,855.32,163.83,1713828994
2,2,1189.92,224.79,1700412426
5,4,3584.43,224.44,2435163027
2,2,1474.24,795.87,1533027480
2,2,1121.31,215.84,1718325876
3,2,1315.23,164.71,1500000000
3,2,1477.68,823.53,1500000000
3,2,532.61,245.92,800000000
3,2,237.15,237.15,833641060
4,4,812.51,292.94,1000000000
3,2,1496.15,205.43,1881489276
2,3,1180.23,215.22,1667390460
4,3,3410.13,191.07,2821983847
3,2,505.55,223.28,926454845
5,3,2991.53,199.22,2313080211
3,2,1368.21,203.16,1500000000
3,2,1339.87,100.0,1500000000
4,2,727.57,124.98,1765845183
2,3,1370.6,227.59,1627587259
3,2,958.86,188.32,1756635290
4,4,865.85,309.17,1000000000
5,3,507.4,231.19,967402666
2,2,1418.4,461.77,1604620719
3,2,271.55,271.55,822390146
3,2,1376.28,424.18,1500000000
4,4,886.25,315.38,1000000000
3,2,371.72,319.38,831721021
2,2,1353.93,117.87,1517869386
3,2,389.85,315.65,800000000
3,2,1348.54,100.0,1500000000
3,2,198.11,140.63,892643822
3,2,1343.56,100.0,1500000000
4,3,2881.61,220.61,2248660859
3,2,769.51,134.57,1787175413
3,2,372.15,319.1,832151979
3,3,906.13,168.2,1690898351
2,2,1355.54,125.18,1525179873
3,2,531.6,246.42,800000000
3,2,1349.68,100.0,1500000000
3,2,1456.94,706.02,1500000000
2,2,1117.53,197.14,1707460962
3,2,130.03,130.03,868683032
2,3,1352.44,194.77,1594772029
4,2,718.58,121.87,1774019642
4,3,659.83,171.96,873198859
5,4,751.61,274.4,1000000000
3,3,687.39,163.21,844030921
3,2,190.51,128.57,862511355
3,2,636.04,195.4,800000000
4,2,740.46,129.43,1754126658
2,3,1361.42,246.3,1651850400
5,4,697.26,257.86,1000000000
4,2,278.09,156.86,917759154
3,3,747.42,163.59,813594379
3,2,968.22,190.98,1755125486
3,2,163.85,127.51,865605994
5,3,598.99,191.27,937577144
3,2,711.03,117.97,1796608147
2,3,1207.54,219.9,1665048178
2,2,1359.63,143.77,1543774187
4,4,969.02,340.57,1000000000
3,1,1457.14,109.91,2510310218
3,2,334.57,134.3,845788186
4,3,383.06,178.16,950719017
3,2,135.79,135.79,866798058
4,3,785.87,145.12,1712846319
5,4,552.2,213.71,1000000000
3,2,1088.08,200.96,1773341609
3,2,179.57,179.57,852475628
3,2,179.86,136.93,886911211
2,1,1368.89,177.52,2173039407
3,2,1348.77,100.0,1500000000
5,3,3767.39,230.31,2483407336
3,2,1333.82,100.0,1500000000
4,3,746.25,131.43,1748864319
3,2,1345.92,295.15,1500000000
3,2,1896.27,209.82,1987528468
3,2,1327.7,100.0,1500000000
3,2,1336.32,100.0,1500000000
3,2,727.88,150.55,800000000
3,2,867.88,162.5,1771309065
4,3,750.35,132.85,1745138702
2,2,1480.86,835.46,1524543573
3,2,305.34,171.96,896674759
4,4,1728.14,174.81,1945054219
3,2,842.99,142.47,1766884558
5,3,505.89,203.08,989290464
3,2,464.29,279.29,800000000
3,2,1317.27,100.0,1500000000
3,2,1390.99,332.27,1500000000
3,2,359.11,330.66,800000000
3,3,888.07,165.11,1692447105
2,3,1335.88,164.85,1564850220
3,3,744.28,161.28,811276816
3,2,1383.95,456.77,1500000000
3,2,1404.22,407.25,1500000000
2,2,1230.72,230.12,1689759440
3,2,184.68,184.68,850804936
2,2,1382.47,247.6,1647596647
3,2,1381.87,447.93,1500000000
2,2,1309.61,235.39,1665885119
2,3,1248.94,227.0,1661497730
3,3,942.25,307.38,957379059
4,2,693.42,113.18,1796886592
3,2,518.96,141.64,824383322
4,3,609.65,187.89,926294731
3,2,1327.13,215.3,1500000000
3,2,1429.02,547.77,1500000000
5,3,3788.52,227.06,2531806572
2,2,1478.29,820.13,1527828827
3,2,391.11,315.04,800000000
2,2,1228.18,219.17,1683510472
3,2,954.18,188.55,1738546092
3,2,738.12,125.66,1792239161
2,3,1243.68,226.1,1661948800
3,3,1017.91,187.38,1681311016
5,3,564.81,202.13,973751024
2,3,1302.7,104.88,1504878927
3,2,1303.96,100.0,1500000000
3,2,461.05,211.87,919835459
3,2,1459.31,777.06,1500000000
3,2,839.27,154.37,1775923882
3,2,1323.46,199.71,1500000000
3,2,313.21,313.21,808763005
2,2,1360.38,147.17,1547165207
2,1,1735.96,109.15,2768479979
3,2,418.0,301.9,800000000
3,2,531.23,246.6,800000000
3,2,139.74,139.74,865505374
3,2,250.54,250.54,829262002
5,4,663.74,247.66,1000000000
3,2,302.93,171.35,896317317
5,3,598.66,191.38,937927608
3,2,454.5,139.07,831865410
5,4,3794.79,230.06,2490703568
2,3,1340.76,242.76,1653622344
3,2,576.32,224.57,800000000
3,2,1324.0,100.0,1500000000
3,3,1033.19,190.0,1680001027
3,2,941.67,185.42,1735416871
4,3,766.45,138.41,1730501811
3,2,972.02,193.01,1743006120
3,2,1311.01,100.0,1500000000
3,2,702.28,115.49,1798019059
4,3,2470.17,216.1,2139619790
3,2,360.99,326.36,820986036
3,2,1451.59,744.26,1500000000
3,2,997.33,199.33,1749333130
2,2,1378.3,228.63,1628625669
4,2,332.54,167.91,934855460
3,3,1022.62,188.18,1680907787
3,2,1440.49,697.1,1500000000
2,2,1368.47,183.95,1583947303
2,2,1350.32,101.47,1501465627
3,3,714.67,276.87,957560030
3,1,1575.48,109.59,2619890206
3,3,712.39,155.27,817573300
3,2,476.39,273.38,800000000
5,3,546.28,208.01,993359378
3,2,681.62,148.11,805500495
2,2,1230.98,230.15,1689692328
3,2,206.03,129.19,860709897
4,3,453.51,266.22,913508170
3,2,192.45,192.45,848262548
3,2,960.12,190.03,1740029335
3,2,297.17,297.17,814010517
3,3,833.5,158.37,1708374129
3,3,971.66,329.09,979086432
2,2,1371.0,195.46,1595464537
5,3,595.48,192.39,941295145
2,2,1496.3,927.89,1504737922
3,2,987.24,196.81,1746810612
3,2,328.88,328.88,803637990
2,2,1065.12,186.7,1718805550
2,1,1443.97,172.94,2259144091
5,3,564.39,202.26,974193825
2,2,1373.56,207.11,1607113040
2,2,1307.06,240.09,1669827192
3,3,703.32,273.96,955871475
3,2,1462.97,792.6,1500000000
3,2,1362.02,168.1,1500000000
3,2,1344.74,100.0,1500000000
3,2,243.18,243.18,831668534
3,2,285.68,166.93,893751290
